location_type,industry_hint,business_size,cleaning_needs_m2,budget_eur,prior_cleaning_machine,usage_frequency,dirt_type,eco_preference,price_sensitivity,customer_segment
urban,retail,65,10070,1888,da,saptamanal,usoara,da,mediu,firma_curatenie
urban,horeca,85,6778,4297,da,zilnic,greu,nu,scazut,horeca
urban,firm_curatenie,12,1363,2473,da,saptamanal,greu,da,ridicat,horeca
urban,horeca,31,3351,3830,nu,zilnic,medie,nu,ridicat,horeca
periurban,firm_curatenie,56,1568,3768,da,ocazional,medie,nu,ridicat,firma_curatenie
periurban,horeca,95,6754,3523,nu,saptamanal,medie,nu,mediu,horeca
urban,retail,88,1204,2881,nu,saptamanal,greu,nu,mediu,firma_curatenie
urban,firm_curatenie,20,620,2856,nu,saptamanal,medie,nu,mediu,firma_curatenie
urban,retail,68,11169,1092,da,saptamanal,medie,nu,mediu,firma_curatenie
urban,horeca,9,1508,2332,nu,saptamanal,usoara,da,mediu,horeca
urban,persoana_fizica,2,324,140,da,ocazional,medie,da,ridicat,persoana_fizica
periurban,firm_curatenie,135,19992,2654,da,saptamanal,medie,nu,ridicat,firma_curatenie
urban,horeca,122,19608,1621,nu,lunar,usoara,nu,ridicat,firma_curatenie
urban,firm_curatenie,85,11686,2563,nu,zilnic,medie,da,mediu,firma_curatenie
urban,industrial,473,64927,4349,da,zilnic,medie,nu,mediu,firma_curatenie
urban,retail,72,9849,2072,da,lunar,medie,nu,mediu,firma_curatenie
urban,persoana_fizica,3,323,272,da,saptamanal,medie,nu,mediu,firma_curatenie
urban,firm_curatenie,11,869,667,nu,saptamanal,usoara,nu,scazut,firma_curatenie
urban,industrial,315,46852,3533,nu,saptamanal,medie,da,ridicat,firma_curatenie
urban,horeca,146,9744,7394,da,zilnic,usoara,nu,mediu,horeca
urban,firm_curatenie,170,19235,3850,da,saptamanal,greu,nu,mediu,firma_curatenie
urban,persoana_fizica,1,92,54,nu,ocazional,usoara,nu,ridicat,persoana_fizica
urban,industrial,52,3253,3477,da,zilnic,medie,nu,ridicat,firma_curatenie
rural,firm_curatenie,95,18543,2062,nu,ocazional,medie,da,ridicat,firma_curatenie
urban,firm_curatenie,33,1952,588,da,saptamanal,usoara,nu,scazut,firma_curatenie
urban,industrial,137,9420,11054,da,saptamanal,medie,da,mediu,firma_curatenie
urban,firm_curatenie,189,7692,2029,nu,zilnic,greu,nu,scazut,firma_curatenie
urban,firm_curatenie,137,22792,1814,nu,saptamanal,usoara,nu,ridicat,firma_curatenie
urban,persoana_fizica,5,607,230,da,zilnic,usoara,nu,mediu,horeca
urban,retail,98,12394,2938,da,zilnic,medie,nu,ridicat,firma_curatenie
periurban,persoana_fizica,4,663,131,da,ocazional,usoara,nu,ridicat,persoana_fizica
urban,industrial,126,9469,8945,nu,lunar,greu,nu,ridicat,firma_curatenie
urban,persoana_fizica,2,93,212,nu,lunar,usoara,da,scazut,persoana_fizica
urban,firm_curatenie,74,3529,3308,nu,zilnic,medie,nu,scazut,firma_curatenie
periurban,industrial,119,17754,3273,da,ocazional,usoara,nu,ridicat,firma_curatenie
urban,horeca,136,17228,306,nu,saptamanal,usoara,nu,ridicat,firma_curatenie
urban,horeca,60,2952,5155,da,ocazional,usoara,nu,ridicat,firma_curatenie
urban,persoana_fizica,5,187,259,da,zilnic,medie,nu,scazut,firma_curatenie
urban,horeca,93,3062,4752,nu,saptamanal,medie,nu,mediu,firma_curatenie
urban,firm_curatenie,141,18228,3229,da,ocazional,usoara,da,mediu,firma_curatenie
urban,firm_curatenie,135,1353,2019,da,saptamanal,medie,nu,mediu,firma_curatenie
urban,horeca,104,1401,2449,da,ocazional,medie,da,mediu,horeca
urban,retail,98,8233,2389,nu,saptamanal,usoara,nu,mediu,firma_curatenie
urban,persoana_fizica,1,141,244,nu,saptamanal,usoara,nu,mediu,persoana_fizica
urban,industrial,66,9375,5831,da,ocazional,usoara,nu,mediu,horeca
periurban,horeca,148,13574,256,nu,lunar,usoara,nu,mediu,firma_curatenie
urban,horeca,55,7771,2822,nu,lunar,medie,nu,mediu,horeca
urban,firm_curatenie,116,12644,3413,nu,zilnic,greu,nu,mediu,firma_curatenie
urban,firm_curatenie,108,21126,1998,nu,zilnic,greu,nu,mediu,firma_curatenie
urban,horeca,131,5353,6336,da,zilnic,medie,da,ridicat,horeca
periurban,retail,57,7075,1346,da,saptamanal,usoara,nu,ridicat,horeca
urban,industrial,266,27487,6045,nu,lunar,usoara,nu,ridicat,firma_curatenie
urban,industrial,355,16666,2043,nu,saptamanal,greu,nu,scazut,firma_curatenie
urban,firm_curatenie,160,24399,1144,nu,saptamanal,medie,nu,scazut,firma_curatenie
urban,retail,55,3429,1484,da,lunar,usoara,nu,ridicat,persoana_fizica
urban,horeca,77,6354,6314,da,zilnic,usoara,nu,scazut,horeca
urban,firm_curatenie,192,15593,1747,da,ocazional,medie,da,mediu,firma_curatenie
urban,retail,61,3440,1656,da,ocazional,medie,nu,scazut,firma_curatenie
periurban,persoana_fizica,4,367,199,nu,zilnic,greu,nu,mediu,persoana_fizica
urban,firm_curatenie,154,15390,1777,nu,zilnic,usoara,da,ridicat,firma_curatenie
periurban,horeca,12,1816,4217,nu,zilnic,usoara,da,ridicat,horeca
periurban,horeca,46,7146,50,nu,lunar,medie,nu,ridicat,firma_curatenie
periurban,persoana_fizica,3,120,123,nu,zilnic,usoara,nu,ridicat,persoana_fizica
urban,persoana_fizica,3,367,267,da,lunar,medie,nu,mediu,persoana_fizica
urban,industrial,34,6129,3534,nu,saptamanal,medie,da,mediu,firma_curatenie
periurban,firm_curatenie,42,1288,1245,nu,lunar,usoara,nu,scazut,firma_curatenie
urban,horeca,89,8886,1800,da,lunar,medie,nu,mediu,horeca
urban,persoana_fizica,4,610,257,nu,ocazional,usoara,nu,scazut,persoana_fizica
periurban,persoana_fizica,4,504,254,nu,saptamanal,medie,nu,ridicat,persoana_fizica
periurban,horeca,115,3347,4436,da,zilnic,medie,nu,mediu,horeca
urban,persoana_fizica,2,170,106,da,zilnic,usoara,nu,mediu,persoana_fizica
urban,retail,16,1702,1033,da,saptamanal,medie,nu,mediu,horeca
urban,industrial,62,12351,8412,da,saptamanal,usoara,nu,mediu,firma_curatenie
periurban,retail,34,1493,2746,da,ocazional,usoara,nu,ridicat,horeca
rural,retail,98,19272,1772,nu,lunar,usoara,nu,ridicat,firma_curatenie
urban,persoana_fizica,4,325,187,nu,zilnic,usoara,nu,mediu,persoana_fizica
urban,retail,50,2403,1018,nu,lunar,medie,da,ridicat,horeca
periurban,horeca,43,3813,2205,nu,zilnic,usoara,nu,mediu,horeca
urban,horeca,46,5826,3238,nu,zilnic,medie,nu,ridicat,horeca
urban,horeca,115,5814,3531,nu,lunar,greu,nu,mediu,horeca
rural,persoana_fizica,5,326,193,nu,ocazional,usoara,nu,ridicat,persoana_fizica
urban,horeca,12,2068,2715,nu,zilnic,usoara,da,ridicat,horeca
urban,industrial,472,94311,7199,da,lunar,usoara,nu,scazut,firma_curatenie
urban,horeca,30,2113,2847,da,ocazional,usoara,nu,ridicat,horeca
urban,firm_curatenie,144,5512,1552,nu,zilnic,usoara,da,ridicat,persoana_fizica
periurban,persoana_fizica,3,482,139,nu,saptamanal,medie,nu,mediu,persoana_fizica
urban,firm_curatenie,183,22707,232,nu,lunar,usoara,da,ridicat,firma_curatenie
rural,firm_curatenie,114,3314,2649,nu,lunar,medie,nu,ridicat,firma_curatenie
urban,firm_curatenie,104,19748,3463,nu,saptamanal,usoara,da,scazut,firma_curatenie
urban,persoana_fizica,1,24,133,da,zilnic,usoara,nu,ridicat,persoana_fizica
urban,horeca,119,15329,1094,nu,lunar,usoara,nu,mediu,firma_curatenie
urban,retail,29,2625,1752,nu,lunar,usoara,nu,ridicat,firma_curatenie
urban,persoana_fizica,1,115,223,da,saptamanal,usoara,da,mediu,persoana_fizica
urban,horeca,69,3485,2242,da,zilnic,medie,nu,mediu,horeca
urban,horeca,75,10555,2215,da,lunar,medie,nu,ridicat,horeca
urban,horeca,11,2115,2875,nu,lunar,usoara,nu,mediu,horeca
periurban,retail,74,7185,2620,da,ocazional,medie,nu,mediu,firma_curatenie
urban,firm_curatenie,84,9186,2368,nu,ocazional,usoara,da,mediu,firma_curatenie
periurban,firm_curatenie,71,3945,1704,da,lunar,usoara,nu,mediu,firma_curatenie
urban,retail,12,2153,2124,da,ocazional,medie,nu,mediu,firma_curatenie
urban,persoana_fizica,2,389,50,nu,ocazional,greu,da,scazut,persoana_fizica
urban,firm_curatenie,185,29488,2935,da,lunar,medie,nu,mediu,firma_curatenie
urban,firm_curatenie,105,11878,2252,da,lunar,usoara,nu,mediu,firma_curatenie
urban,industrial,360,69044,9533,da,lunar,greu,da,mediu,firma_curatenie
periurban,retail,89,3491,3113,nu,lunar,medie,da,mediu,horeca
periurban,persoana_fizica,1,100,194,da,zilnic,medie,nu,mediu,firma_curatenie
urban,persoana_fizica,3,336,81,nu,saptamanal,greu,nu,scazut,persoana_fizica
urban,persoana_fizica,1,103,69,nu,zilnic,medie,nu,scazut,persoana_fizica
periurban,industrial,135,21932,8145,da,saptamanal,medie,nu,mediu,firma_curatenie
urban,industrial,420,57698,6684,da,zilnic,medie,nu,mediu,firma_curatenie
periurban,firm_curatenie,186,6336,3465,nu,ocazional,usoara,nu,mediu,firma_curatenie
periurban,retail,6,454,3617,nu,saptamanal,medie,nu,scazut,firma_curatenie
periurban,firm_curatenie,92,6847,1628,da,zilnic,usoara,nu,mediu,firma_curatenie
urban,firm_curatenie,155,18207,50,nu,saptamanal,greu,nu,ridicat,firma_curatenie
urban,persoana_fizica,3,196,248,nu,zilnic,medie,nu,mediu,persoana_fizica
urban,horeca,7,225,1475,da,lunar,medie,nu,scazut,horeca
urban,industrial,100,13419,4447,nu,saptamanal,medie,nu,mediu,firma_curatenie
periurban,firm_curatenie,7,1201,2412,da,saptamanal,medie,da,ridicat,firma_curatenie
urban,persoana_fizica,4,748,149,nu,ocazional,usoara,da,mediu,horeca
urban,industrial,200,38957,2524,da,saptamanal,medie,nu,mediu,firma_curatenie
periurban,industrial,90,14257,4078,nu,ocazional,medie,nu,ridicat,firma_curatenie
periurban,firm_curatenie,163,5956,50,nu,saptamanal,usoara,nu,mediu,firma_curatenie
rural,horeca,142,24436,1449,da,saptamanal,usoara,nu,mediu,firma_curatenie
periurban,persoana_fizica,1,85,116,nu,saptamanal,medie,da,scazut,persoana_fizica
urban,firm_curatenie,98,14570,1764,nu,zilnic,usoara,da,scazut,firma_curatenie
urban,industrial,135,14977,2158,da,zilnic,usoara,nu,mediu,firma_curatenie
periurban,industrial,378,63290,3452,nu,zilnic,usoara,da,scazut,firma_curatenie
urban,firm_curatenie,153,13899,1555,da,lunar,usoara,nu,scazut,firma_curatenie
urban,firm_curatenie,104,2261,4127,nu,lunar,medie,nu,ridicat,firma_curatenie
urban,firm_curatenie,57,6600,2769,da,zilnic,greu,nu,scazut,firma_curatenie
urban,industrial,352,14975,4638,nu,saptamanal,medie,nu,mediu,firma_curatenie
periurban,firm_curatenie,93,17990,2449,da,ocazional,usoara,da,mediu,firma_curatenie
urban,horeca,58,6387,4381,da,zilnic,medie,da,ridicat,horeca
urban,horeca,24,2764,3431,da,saptamanal,medie,nu,ridicat,horeca
urban,persoana_fizica,1,182,117,nu,saptamanal,medie,nu,mediu,persoana_fizica
urban,firm_curatenie,53,6819,1862,nu,lunar,medie,nu,mediu,firma_curatenie
urban,firm_curatenie,139,9385,1024,nu,saptamanal,usoara,da,ridicat,firma_curatenie
urban,industrial,38,2517,4012,nu,ocazional,medie,nu,scazut,horeca
rural,industrial,57,6002,4523,nu,saptamanal,medie,da,mediu,firma_curatenie
urban,retail,95,16592,3763,nu,saptamanal,greu,da,ridicat,firma_curatenie
urban,firm_curatenie,17,2736,1205,nu,saptamanal,medie,nu,scazut,firma_curatenie
urban,horeca,7,1350,1688,da,saptamanal,usoara,nu,ridicat,horeca
urban,persoana_fizica,2,47,142,nu,zilnic,medie,nu,scazut,horeca
urban,horeca,20,1219,2086,nu,ocazional,medie,da,mediu,horeca
periurban,industrial,103,2599,4045,da,zilnic,usoara,nu,mediu,persoana_fizica
urban,persoana_fizica,5,763,226,nu,ocazional,medie,nu,mediu,persoana_fizica
periurban,firm_curatenie,75,2756,1214,nu,saptamanal,usoara,nu,mediu,firma_curatenie
urban,industrial,142,4114,5344,da,saptamanal,usoara,nu,mediu,firma_curatenie
urban,industrial,321,37466,5381,da,zilnic,usoara,nu,mediu,firma_curatenie
urban,firm_curatenie,131,11551,2553,da,saptamanal,usoara,da,scazut,firma_curatenie
rural,persoana_fizica,1,145,183,da,lunar,usoara,da,mediu,persoana_fizica
urban,horeca,17,1743,4248,da,ocazional,medie,nu,mediu,horeca
urban,horeca,29,2633,3553,da,lunar,usoara,nu,scazut,horeca
urban,firm_curatenie,64,5814,2324,da,saptamanal,medie,nu,mediu,firma_curatenie
urban,persoana_fizica,3,526,155,nu,zilnic,medie,nu,scazut,firma_curatenie
urban,industrial,222,18890,5823,da,ocazional,usoara,da,ridicat,firma_curatenie
urban,persoana_fizica,4,293,228,da,ocazional,greu,nu,mediu,firma_curatenie
urban,firm_curatenie,62,4607,1402,da,saptamanal,medie,da,ridicat,firma_curatenie
urban,persoana_fizica,4,189,295,da,zilnic,medie,da,scazut,persoana_fizica
urban,horeca,137,23773,6935,nu,lunar,medie,nu,mediu,firma_curatenie
periurban,retail,84,3180,1711,nu,lunar,medie,da,mediu,firma_curatenie
periurban,horeca,61,11140,2294,nu,saptamanal,greu,nu,scazut,firma_curatenie
periurban,firm_curatenie,189,12069,1554,nu,saptamanal,usoara,nu,ridicat,firma_curatenie
urban,firm_curatenie,58,10491,690,nu,ocazional,medie,da,ridicat,firma_curatenie
urban,retail,83,13301,1448,da,zilnic,medie,da,mediu,firma_curatenie
urban,horeca,116,13987,4285,da,saptamanal,greu,nu,ridicat,firma_curatenie
urban,retail,47,6448,2401,da,zilnic,usoara,nu,ridicat,firma_curatenie
urban,firm_curatenie,90,6471,3919,nu,zilnic,medie,nu,mediu,firma_curatenie
urban,horeca,41,4883,2567,da,ocazional,usoara,nu,scazut,horeca
urban,persoana_fizica,4,262,233,nu,saptamanal,greu,da,mediu,persoana_fizica
urban,industrial,313,27053,2287,da,lunar,medie,nu,mediu,firma_curatenie
periurban,industrial,261,40529,4669,da,saptamanal,greu,nu,scazut,firma_curatenie
urban,firm_curatenie,122,6874,2087,nu,lunar,greu,nu,mediu,firma_curatenie
urban,horeca,52,8807,50,da,saptamanal,medie,nu,scazut,firma_curatenie
urban,firm_curatenie,116,9444,1175,nu,zilnic,medie,da,mediu,firma_curatenie
urban,persoana_fizica,2,222,250,da,ocazional,medie,da,scazut,persoana_fizica
urban,persoana_fizica,4,755,246,da,zilnic,medie,nu,mediu,horeca
periurban,industrial,22,3067,1254,nu,saptamanal,medie,nu,scazut,firma_curatenie
periurban,industrial,312,41391,3917,nu,saptamanal,usoara,da,mediu,firma_curatenie
urban,horeca,48,6969,50,da,zilnic,usoara,nu,mediu,horeca
rural,persoana_fizica,1,184,199,nu,zilnic,greu,nu,ridicat,persoana_fizica
rural,retail,34,1945,4012,nu,lunar,usoara,nu,ridicat,firma_curatenie
periurban,retail,28,3542,4064,da,saptamanal,medie,nu,scazut,horeca
periurban,firm_curatenie,185,15923,3268,nu,saptamanal,usoara,da,mediu,firma_curatenie
urban,horeca,18,220,3790,da,saptamanal,medie,da,mediu,horeca
urban,horeca,125,4225,4737,da,saptamanal,usoara,nu,scazut,firma_curatenie
urban,firm_curatenie,40,2869,1810,nu,lunar,medie,da,scazut,firma_curatenie
urban,firm_curatenie,12,1408,1478,da,ocazional,usoara,nu,scazut,firma_curatenie
rural,firm_curatenie,172,30526,3140,nu,zilnic,medie,da,mediu,firma_curatenie
urban,persoana_fizica,3,480,223,nu,lunar,medie,da,mediu,persoana_fizica
periurban,horeca,124,14276,307,da,saptamanal,medie,da,ridicat,horeca
periurban,firm_curatenie,192,4614,3216,nu,saptamanal,medie,nu,mediu,firma_curatenie
periurban,firm_curatenie,64,4116,1780,nu,saptamanal,greu,nu,mediu,firma_curatenie
rural,retail,12,956,1699,nu,saptamanal,medie,nu,mediu,firma_curatenie
urban,retail,27,3459,3674,da,zilnic,usoara,nu,mediu,firma_curatenie
urban,persoana_fizica,5,111,267,da,saptamanal,usoara,nu,scazut,horeca
urban,horeca,85,9412,1564,nu,zilnic,usoara,da,ridicat,horeca
urban,industrial,298,54020,4528,nu,zilnic,usoara,nu,scazut,firma_curatenie
urban,firm_curatenie,35,5041,1091,da,ocazional,medie,nu,scazut,firma_curatenie
urban,firm_curatenie,153,24701,1118,nu,saptamanal,greu,da,scazut,firma_curatenie
periurban,horeca,40,5580,50,nu,saptamanal,medie,da,scazut,horeca
urban,firm_curatenie,197,9702,986,da,saptamanal,medie,nu,scazut,firma_curatenie
urban,horeca,136,4214,2743,nu,ocazional,usoara,nu,mediu,horeca
urban,industrial,333,55811,50,da,saptamanal,usoara,nu,scazut,firma_curatenie
urban,persoana_fizica,2,284,90,da,saptamanal,medie,nu,mediu,persoana_fizica
urban,horeca,136,16219,3910,da,lunar,usoara,da,ridicat,firma_curatenie
periurban,industrial,18,827,763,da,ocazional,greu,nu,ridicat,persoana_fizica
urban,firm_curatenie,34,4237,1842,da,lunar,usoara,da,mediu,firma_curatenie
periurban,firm_curatenie,119,1898,346,nu,saptamanal,greu,da,mediu,firma_curatenie
urban,persoana_fizica,5,162,232,nu,lunar,medie,nu,scazut,persoana_fizica
periurban,persoana_fizica,4,277,173,da,lunar,medie,da,ridicat,persoana_fizica
urban,firm_curatenie,73,6884,1082,nu,ocazional,greu,nu,mediu,firma_curatenie
urban,horeca,27,888,50,nu,ocazional,usoara,da,mediu,horeca
urban,persoana_fizica,5,163,128,da,saptamanal,usoara,da,mediu,persoana_fizica
periurban,persoana_fizica,1,147,253,da,lunar,usoara,da,mediu,persoana_fizica
urban,persoana_fizica,4,472,324,da,saptamanal,usoara,nu,mediu,persoana_fizica
urban,horeca,111,12366,2671,da,saptamanal,medie,nu,mediu,firma_curatenie
rural,firm_curatenie,137,13146,1899,nu,zilnic,greu,nu,mediu,firma_curatenie
periurban,horeca,11,2150,1983,nu,zilnic,usoara,nu,ridicat,horeca
urban,firm_curatenie,55,1070,3229,nu,zilnic,greu,nu,mediu,firma_curatenie
periurban,industrial,74,3279,4278,nu,ocazional,greu,da,scazut,horeca
urban,persoana_fizica,1,133,271,da,zilnic,medie,nu,mediu,persoana_fizica
urban,horeca,86,3088,3372,nu,zilnic,greu,nu,ridicat,horeca
urban,retail,47,5733,2647,da,saptamanal,medie,nu,mediu,firma_curatenie
rural,persoana_fizica,2,235,118,da,saptamanal,medie,nu,ridicat,horeca
rural,horeca,14,2722,5673,nu,ocazional,medie,nu,mediu,horeca
urban,retail,75,13338,4259,da,lunar,medie,nu,mediu,firma_curatenie
urban,retail,79,14982,5229,da,saptamanal,usoara,nu,ridicat,firma_curatenie
urban,persoana_fizica,3,94,112,nu,ocazional,usoara,da,ridicat,persoana_fizica
rural,firm_curatenie,186,32540,2264,nu,zilnic,medie,nu,ridicat,firma_curatenie
rural,persoana_fizica,1,34,136,da,ocazional,usoara,nu,scazut,persoana_fizica
urban,retail,73,9508,3032,da,zilnic,greu,da,scazut,firma_curatenie
periurban,firm_curatenie,20,2936,2292,nu,lunar,medie,da,mediu,firma_curatenie
periurban,firm_curatenie,57,2312,1586,nu,zilnic,usoara,nu,ridicat,firma_curatenie
urban,retail,42,5468,2225,da,ocazional,usoara,nu,ridicat,horeca
urban,firm_curatenie,104,2076,4090,nu,zilnic,medie,da,scazut,firma_curatenie
urban,retail,22,1445,2337,nu,zilnic,usoara,nu,scazut,horeca
urban,persoana_fizica,5,925,50,nu,ocazional,usoara,nu,ridicat,persoana_fizica
urban,horeca,49,2088,2195,nu,zilnic,greu,nu,mediu,horeca
urban,firm_curatenie,10,224,904,nu,lunar,usoara,nu,mediu,firma_curatenie
rural,retail,94,8864,1396,da,lunar,medie,nu,ridicat,firma_curatenie
urban,horeca,43,7379,4064,da,saptamanal,usoara,nu,scazut,firma_curatenie
urban,persoana_fizica,2,49,271,nu,saptamanal,greu,da,scazut,horeca
urban,persoana_fizica,3,232,132,nu,ocazional,medie,nu,ridicat,persoana_fizica
urban,persoana_fizica,5,904,155,nu,ocazional,medie,da,scazut,persoana_fizica
urban,industrial,177,5743,2905,da,saptamanal,medie,da,scazut,firma_curatenie
urban,persoana_fizica,5,345,321,nu,zilnic,medie,nu,mediu,horeca
urban,horeca,86,13579,4381,da,saptamanal,usoara,da,mediu,firma_curatenie
urban,industrial,63,7132,7030,nu,zilnic,medie,nu,scazut,firma_curatenie
urban,persoana_fizica,4,672,117,da,saptamanal,usoara,nu,mediu,persoana_fizica
urban,horeca,114,3557,436,nu,ocazional,medie,da,ridicat,horeca
periurban,firm_curatenie,42,7766,3230,da,lunar,medie,da,scazut,firma_curatenie
urban,retail,17,3189,4802,nu,lunar,medie,nu,ridicat,firma_curatenie
urban,horeca,11,434,365,da,saptamanal,usoara,nu,scazut,horeca
periurban,persoana_fizica,2,32,379,nu,saptamanal,usoara,nu,scazut,persoana_fizica
urban,persoana_fizica,1,198,191,nu,lunar,greu,da,mediu,persoana_fizica
urban,firm_curatenie,106,10772,2168,nu,lunar,greu,nu,ridicat,firma_curatenie
periurban,persoana_fizica,3,356,94,nu,lunar,greu,da,ridicat,persoana_fizica
urban,firm_curatenie,105,13337,225,da,zilnic,medie,nu,scazut,firma_curatenie
urban,horeca,48,7681,50,nu,saptamanal,usoara,da,scazut,horeca
periurban,persoana_fizica,3,492,282,nu,saptamanal,greu,nu,ridicat,firma_curatenie
periurban,horeca,81,3794,2875,da,zilnic,usoara,nu,scazut,horeca
rural,persoana_fizica,2,109,236,nu,lunar,usoara,nu,mediu,persoana_fizica
urban,retail,83,14657,3859,nu,saptamanal,usoara,nu,scazut,firma_curatenie
urban,retail,83,13753,2385,da,ocazional,medie,nu,mediu,firma_curatenie
urban,firm_curatenie,193,24578,3689,da,saptamanal,usoara,da,mediu,firma_curatenie
urban,firm_curatenie,88,17511,1174,da,saptamanal,medie,nu,mediu,firma_curatenie
urban,persoana_fizica,2,299,166,da,lunar,usoara,da,ridicat,persoana_fizica
urban,industrial,38,1938,2291,nu,saptamanal,usoara,nu,scazut,firma_curatenie
rural,retail,50,8543,3502,nu,lunar,medie,nu,mediu,horeca
urban,retail,83,7370,3836,da,lunar,usoara,da,mediu,horeca
urban,horeca,120,2024,2320,da,ocazional,greu,nu,scazut,persoana_fizica
urban,horeca,17,1208,910,nu,saptamanal,greu,nu,scazut,horeca
urban,persoana_fizica,4,620,298,da,zilnic,usoara,nu,scazut,firma_curatenie
urban,firm_curatenie,51,9814,1119,da,saptamanal,greu,nu,scazut,firma_curatenie
urban,firm_curatenie,107,6683,1597,da,lunar,medie,nu,ridicat,firma_curatenie
urban,industrial,457,25975,1780,nu,saptamanal,medie,nu,mediu,firma_curatenie
urban,firm_curatenie,95,11123,2287,da,saptamanal,medie,nu,mediu,firma_curatenie
periurban,firm_curatenie,57,9360,1230,da,zilnic,greu,nu,mediu,firma_curatenie
periurban,firm_curatenie,96,14576,2701,nu,saptamanal,usoara,nu,mediu,firma_curatenie
urban,industrial,86,10009,3320,da,lunar,usoara,da,mediu,firma_curatenie
urban,persoana_fizica,4,519,243,nu,zilnic,medie,nu,mediu,firma_curatenie
periurban,persoana_fizica,4,223,126,da,saptamanal,usoara,nu,mediu,persoana_fizica
